id,company_name,email,phone,website,form_url,address,description,status,created_at,last_contact
11,東京都のレンタルスペース・貸し会議室を探すならスペなび,sp_support@supenavi.com,03-6904-1094,https://supenavi.com/space/search/place/%E6%9D%B1%E4%BA%AC%E9%83%BD,,458-1873お問い合わせ先：sp_support@supenavi.com へメールでお問い合わせ下,東京都で人気のレンタルスペース・貸し会議室。東京都のレンタルルーム・貸し会議室・セミナー会場・パーティールーム・レンタルキッチン・サロン・スタジオ・イベントスペース・ポップアップストア・レンタルジム、ライブハウスなどを１時間単位で格安予約！,新規,2026-04-21T01:07:05.072656,
12,東京都のレンタル・イベントスペースを探す,,096-4019-6921,https://shopcounter.jp/prefectures/tokyo,https://shopcounter.jp/prefectures/tokyo/performance,,"法人様向けの専用のスペースを、ショップカウンターのコーディネーターがご希望条件にあわせたスペースをご提案いたします。掲載していないスペースを含め、10,000以上のスペースからご希望条件に合ったスペースをご提案いたします。",新規,2026-04-21T01:07:05.072656,
13,東京のレンタルスペースおすすめ25選！おしゃれな内装・女子会・パーティー向きまで,ikusa@ikusa.co.jp,024-0918-1734,https://biz-food.com/column/7026,https://biz-food.com/contact/,"〒170-0013 東京都豊島区東池袋3-20-21 広宣ビル 4F  <iframe src=""https://www.google.com/maps/embed?pb",利用者の希望する時間や用途に応じて借りられるのが魅力的なレンタルスペース。最近では、おしゃれな内装やキッチン、ゲーム機などが設置されたスペースも多くあり、社内イベントから女子会、パーティーまで、さまざまな用途で使われています。 今回は、東京のレンタルスペース25選と、レンタルスペースで楽しめるおすすめの企画を紹介します。都内でレンタルスペースをお探しの方は、ぜひ参考にしてみてください。 東京のおし,新規,2026-04-21T01:07:05.072656,
14,東京都のレンタルオフィス・コワーキングスペース一覧,,03-5213-0600,https://thehub.nex.works/office/pref/13,https://thehub.nex.works/contact,"102-0084"",
        ""addressCountry"": ""JP""
    },
    ""geo"": {
        ""@type"": ""GeoCoord",1万社が利用するシェアオフィス・レンタルオフィスのnex THE HUB。国内80拠点と合わせて、全国700拠点以上のワークスペースも使えて、柔軟な働き方を実現します。「いい仕事は、いいオフィスから」をコンセプトに機能的で居心地良い様々なフレキシブルオフィスを良心的な価格で提供します。,新規,2026-04-21T01:07:05.072656,
15,PUBLICSPACE（パブリックスペース）,privacy@publicspace.jp,07-3110-2217,https://publicspace.jp,https://publicspace.jp/contact/,,"レンタルフットサルコート　BAMB　Green　Parkへようこそ！　　長岡京駅から車でわずか5分の場所に位置する、広々としたフットサルコートです。完全屋内コートで、思いっきり体を動かしてみませんか？　　★多彩な利用用途★　−　フットサルの試合や練習に最適！　−　その他トレーニングや走り方教室、少年野球教室、フィットネス活動にもご利用いただけます。　　★充実の設備★　−　完全屋内スペースで、…",新規,2026-04-21T01:07:05.072656,
16,【公式】TKP貸会議室ネット｜貸し会議室・レンタルスペース・貸しホールならTKP,,019-5555-5025,https://www.kashikaigishitsu.net/,https://www.kashikaigishitsu.net/form/,"870-0035""},""openingHoursSpecification"":[{""@type"":""OpeningHoursSpecification"",""dayOfWeek""",会議室やサービスについてのお問い合わせはこちらから。高品質・格安な貸し会議室をお探しならTKP。東京を中心に全国に多数展開！試験会場、社外研修、企業説明会など様々な利用目的に合った会議室を用意しております。貸会議室の予約は地域・人数から検索し、予約することができます。,新規,2026-04-21T01:07:05.072656,
17,東京23区のレンタルスペース28選！エリア別に紹介,,026-0406-1516,https://arena.ikusa.jp/column/2772/,,〒179-0082 東京都練馬区錦２丁目１９−１ 練馬トーホープラザビル 5階   東武東上線　東武練馬駅　徒歩10分 地下鉄有楽町線　平和台駅,都内近郊で大人数の貸切可能で1年前から予約OK！企業や団体が遊ぶ時間・仲間・場所を生み出すための新しい体験施設「IKUSA ARENA」誕生 ！企業イベント・研修やアクティビティで使用可能の複合型施設。,新規,2026-04-21T01:07:05.072656,
18,パズル浅草橋,,03-5839-2168,https://puzzle-scs.jp/,https://puzzle-scs.jp/akb/contact,"〒111-0053　東京都台東区浅草橋5-2-3 鈴和ビル2F
		  TEL. <span data-action=""cal",秋葉原7分・浅草橋4分。東京の格安なイベントスペース・レンタルカフェ。おしゃれなアンティーク家具のあるスケルトンの120㎡の会場スペース。各種イベント・セミナー、キッチン付きなのでパーティ、結婚式の2次会、披露宴や展示会・や、撮影など多目的にご利用可。電源・Wi-fi、音響機器もご用意。,新規,2026-04-21T01:07:05.072656,
19,【東京都】レンタルスペースおすすめランキングTOP20,1222ykan@gmail.com,046-2553-7207,https://www.spacemarket.com/lists/rwe5ymkuatt1gurjxzabn3ga/,,"1710021&quot;},&quot;potentialAction&quot;:{&quot;@type&quot;:&quot;ReserveAction&quot;",【東京都】日本最大級のレンタルスペース予約サイト【スペースマーケット】。会議室・テレワーク等のビジネス利用から、女子会・誕生日会・撮影まで、全国のスペースを1時間から簡単予約。あなたの目的にぴったりの場所がきっと見つかります。,新規,2026-04-21T01:07:05.072656,
20,東京都のレンタルスペース一覧,info@mail.navitime.co.jp,026-0417-1800,https://www.navitime.co.jp/category/0506023/13/,https://www.navitime.co.jp/pcstorage/html/upTool/information_ferry_data.html,"202604171800/css/map/map.css"">
<link rel=""stylesheet"" href=""/static/pc/l/202604171800/c",東京都のレンタルスペースをご紹介。【レンタルスペース】【スペイシー】貸会議室 秋葉原駅 21名や【レンタルスペース】【スペイシー】貸会議室 日暮里駅 8名などの住所や地図、電話番号や営業時間、サービス内容など詳細情報もご確認頂けます。地域やカテゴリを絞って検索も可能です。,新規,2026-04-21T01:07:05.072656,
21,レンタルスペース,kuukan@blendinjapan.com,076-4753-8303,https://en.kuukanbybij.com/,https://en.kuukanbybij.com/contact,,Kuukan - powered by BLEND IN JAPAN とはブレンドイン・ジャパンが運営する多目的レンタルスペース。,新規,2026-04-21T01:07:05.072656,
22,Sheeps（シープス）,info@sheeps.jp,083-3026-8777,https://sheeps.jp/shops/index.php?search_ken=%E6%9D%B1%E4%BA%AC%E9%83%BD,https://sheeps.jp/contact/index.php,,レンタルスペースや貸し会議室などのイベントスペースの簡単予約サイト「Sheeps（シープス）」。会議・セミナー、パーティ・飲み会、ライブ・ショー、個展・展示会、撮影・ロケ、趣味・習い事、スポーツ・フィットネス、結婚式・2次会など、様々な目的に適したスペース探しをお手伝いします。,新規,2026-04-21T01:07:05.072656,
23,東京都エリアのレンタルオフィス・シェアオフィスおすすめ76選,,025-0404-1642,https://www.regus-office.jp/tokyo-area/,https://www.regus-office.jp/purpose/labor-reform/,"〒150-0043 東京都渋谷区道玄坂二丁目577-1,2（地番）（仮）渋谷区道玄坂二丁目計画
                        ",渋谷、丸の内、新宿などの人気エリアをはじめ、東京都内にあるお勧めのレンタルオフィスをご紹介。個室、デスク単位、バーチャルなど５タイプとラグジュアリースペース、機能性重視のオフィス、ランドマークなハイグレードビルなど４ブランドをご用意。,新規,2026-04-21T01:07:05.072656,
24,東京都内のコワーキングスペースのおすすめ,press@my-best.com,080-1186-6808,https://my-best.com/6013,https://my-best.com/contact,"〒104-0045 東京都中央区築地7-17-1\u003c/p\u003e\u003cp\u003e \u003c/p\u003e\u003cp style=\""text-al",自分でオフィスを構えなくても、仕事や勉強の場所として利用できる「コワーキングスペース」。月額会員だけでなく、時間貸しや1日利用もできる便利なサービスです。とはいえ、東京には多くのコワーキングスペースがあり、設備や料金はそれぞれ異なります。どこを利用すればよいのか迷いますよね。そこで今回は、東京のコワーキングスペースのおすすめと、その選び方をご紹介します。個人・法人の両方に対応しているところはもちろん、格安のコワーキングスペースもラインナップ。ぜひ自分にとって快適に使える、お気に入りのコワーキングスペースを見つけてください。,新規,2026-04-21T01:07:05.072656,
25,+OURS 新宿のドロップイン料金＆口コミ、東京都新宿区のコワーキングスペース,,03-5909-2580,https://workspace-japan.com/detail/plus-ours-shinjuku/,https://workspace-japan.com/contact/,〒163-0649 東京都新宿区西新宿1-25-1&#038;output=embed&#038;t=m&#038;z=17&#038;hl=ja' frameborder='0,所在地 東京都新宿区西新宿1-25-1 新宿センタービル49階 アクセス JR山手線 新宿駅 西口 徒歩5分 （地図を見る） 営業時間 平日 8:00～20:00 当ページでは、東京都新宿区のコワーキングスペース「+OU …,新規,2026-04-21T01:07:05.072656,
26,東京ダンスライフ【TOKYO DANCE LIFE】練習に必要な貸しレンタルスタジオ検索,info@tokyo-dancelife.com,090-1106-5520,https://www.tokyo-dancelife.com/studio/kantou/tokyo/,https://www.tokyo-dancelife.com/contact/,"〒181-0013 東京都三鷹市下連雀３丁目２３−１２アージェントビル402


CONTACTお問い合わせ
<u",全国のダンス練習に必要なレンタル貸しスタジオ検索を紹介するページです。東京ダンスライフは、コンテスト・SHOW・バトルなどのイベント情報、ダンサーやチーム紹介、レンタル貸しスタジオ、クラブ、ライフハウス、イベントスペースの検索、衣食住遊すべてにダンスを絡めた独自の視点で新しいコンテンツを発信する新感覚の総合サイトです。,新規,2026-04-21T01:07:05.072656,
27,コワーキングスペース・レンタルオフィス｜赤坂アントレサロン,,023-1012-1316,https://entre-salon.com/salon/akasaka/,https://entre-salon.com/inquiry/#phone-number,"〒104-0061　東京都中央区銀座7-13-5 NREG銀座ビル1階
TEL　03-3545-1765

【配信解除はこちら】
https://entre-salon.com/",無料メールマガジン「アントレサロン通信」最新の起業情報、起業家交流会・セミナー開催情報、助成金・ビジネスプランコンテスト情報、起業家インタビューなど、起業や経営に役立つ情報が満載！是非ご購読ください。,新規,2026-04-21T01:07:05.072656,
28,西新宿の個室レンタルオフィス 西新宿ライズオフィス 1st,abc@sample.com,057-6967-8958,https://nishishinjuku-riseoffice.com/,https://nishishinjuku-riseoffice.com/#form,"〒160-0023 
                        東京都新宿区西新宿3丁目9-2","西新宿ライズオフィスの「補助金・助成金でとくする対策」ページ。各線新宿駅D5出口から徒歩3分の個室專門レンタルオフィスです。月々28,000円～。今ならキャンペーン価格でご案内。入会金、保証会社費用、テナント保険0円 。プリンター、無線LAN無料。クレジットカード決済OK",新規,2026-04-21T01:07:05.072656,
29,トランクルーム・レンタル収納スペースならREISE BOX（ライゼボックス）,,06-6346-0139,https://www.reisebox.co.jp/,https://www.reisebox.co.jp/contact/,"〒530-0001
        大阪府大阪市北区梅田1-2-2 大阪駅前第2ビル1309号
        <ul class=""d-flex flex-",トランクルーム・レンタル収納スペースの「REISE BOX（ライゼボックス）」、都市型賃貸ホビースペースの「REISE HOBBY（ライゼホビー）」、月極駐車場の「REISE PARK（ライゼパーク）」を運営する株式会社ライゼの会社概要をご紹介しています。,新規,2026-04-21T01:07:05.072656,
30,品川駅直結！品川イーストワンタワーは好立地な商業ビル｜大東建託パートナーズ,kt091385@kentaku.co.jp,000-1111-3333,https://www.e-onetower.com/,https://www.e-onetower.com/contact.html,"〒111-1111  東京都新宿区西新宿<span class=""d-inline-block d",大東建託が手がける品川イーストワンタワーの商業ビル情報。品川駅直結の好立地で、店舗やオフィスが集積。ビジネスやショッピングに最適な環境をご提供します。最新のテナント情報やアクセス方法はこちらから。,新規,2026-04-21T01:07:05.072656,
